,appid,name,short_description,developer,publisher,genre,tags,type,categories,owners,positive,negative,price,initialprice,discount,ccu,languages,platforms,release_date,required_age,website,header_image
550,550,Left 4 Dead 2,"Set in the zombie apocalypse, Left 4 Dead 2 (L4D2) is the highly anticipated sequel to the award-winning Left 4 Dead, the #1 co-op game of 2008. This co-operative action horror FPS takes you and your friends through the cities, swamps and cemeteries of the Deep South, from Savannah to New Orleans across five expansive campaigns.",Valve,Valve,Action,"Zombies, Co-op, FPS, Multiplayer",game,"['Multi-player', 'Single-player', 'Valve Anti-Cheat enabled', 'Co-op', 'Captions available', 'Commentary available', 'Stats', 'Includes Source SDK', 'Steam Achievements', 'Steam Cloud', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Online PvP', 'Online Co-op', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'PvP']","20,000,000 .. 50,000,000",643836,16828,999,999,0,19084,"Danish, Dutch, English, Finnish, French, German, Italian, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Russian, Simplified Chinese, Spanish - Spain, Swedish, Traditional Chinese, Hungarian, Turkish, Bulgarian, Czech, Greek, Portuguese - Brazil, Romanian, Spanish - Latin America, Thai, Ukrainian, Vietnamese","{'windows': True, 'mac': True, 'linux': True}",2009/11/16,17,http://www.l4d.com,https://cdn.akamai.steamstatic.com/steam/apps/550/header.jpg?t=1666824129
550470,550470,NosTale - Anime MMORPG,NosTale is a free-to-play anime action MMORPG which takes you on an exciting journey through a world full of mystery with your friends.,"Entwell Co., Ltd.",Gameforge 4D GmbH,"Action, Adventure, Free to Play, Massively Multiplayer, RPG","Free to Play, Anime, MMORPG, Massively Multiplayer",game,"['Multi-player', 'Co-op', 'MMO', 'Steam Trading Cards', 'In-App Purchases', 'Online PvP', 'Online Co-op', 'PvP']","500,000 .. 1,000,000",1883,772,0,0,0,354,"English, French, Italian, German, Spanish - Spain, Czech, Polish, Turkish","{'windows': True, 'mac': False, 'linux': False}",2017/09/18,0,https://nostale.gameforge.com,https://cdn.akamai.steamstatic.com/steam/apps/550470/header.jpg?t=1662975883
550650,550650,Black Squad,"Black Squad is a free-to-play military first-person-shooter. Players can master their skills and show off their strategies with a wide range of game maps, modes, and weapons to choose from. Join thousands of FPS players worldwide in one of the most played games on Steam!","VALOFE, NS STUDIO",VALOFE,"Action, Free to Play","Free to Play, FPS, Shooter, Multiplayer",game,"['Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']","10,000,000 .. 20,000,000",60547,18834,0,0,0,1113,"English, French, German, Spanish - Spain, Russian, Simplified Chinese, Traditional Chinese, Portuguese - Brazil, Japanese, Thai, Turkish, Korean, Portuguese - Portugal, Spanish - Latin America","{'windows': True, 'mac': False, 'linux': False}",2019/06/26,0,http://www.blacksquad.com/,https://cdn.akamai.steamstatic.com/steam/apps/550650/header.jpg?t=1654048842
551170,551170,Onmyoji,"Onmyoji is a turn-based fantasy strategy game with PVP or PVE battles, where you can strengthen your beloved shikigami to build your dream tactical team and defeat various demons to become the ultimate onmyoji. Cross-platform play available for both Steam and English mobile versions.",NetEase Games,NetEase Games,"Adventure, RPG, Strategy","RPG, Free to Play, Anime, Strategy",game,"['Multi-player', 'MMO', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']","200,000 .. 500,000",2066,461,0,0,0,1740,"English, Japanese","{'windows': True, 'mac': False, 'linux': False}",2018/04/18,0,https://en.onmyojigame.com/,https://cdn.akamai.steamstatic.com/steam/apps/551170/header.jpg?t=1589523174
552100,552100,Brick Rigs,"Build your own vehicles or download one of more than 200,000 uploaded to the Workshop and enjoy the dynamic driving and destruction physics of Brick Rigs!",Fluppisoft,Fluppisoft,"Simulation, Early Access","Sandbox, Destruction, Building, Multiplayer",game,"['Multi-player', 'Single-player', 'Partial Controller Support', 'Steam Trading Cards', 'Steam Workshop', 'Online PvP', 'PvP']","1,000,000 .. 2,000,000",26418,1994,1499,1499,0,876,"English, German","{'windows': True, 'mac': False, 'linux': False}",2016/11/7,0,https://www.fluppisoft.com/,https://cdn.akamai.steamstatic.com/steam/apps/552100/header.jpg?t=1666092806
55230,55230,Saints Row: The Third,Get ready for the most out-landish gameplay scenarios ever seen as the Third Street Saints take on the Syndicate!,Volition,Deep Silver,Action,"Open World, Action, Comedy, Co-op",game,"['Multi-player', 'Single-player', 'Co-op', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet']","2,000,000 .. 5,000,000",63326,2716,999,999,0,310,"Czech, Dutch, English, French, German, Italian, Polish, Russian, Spanish - Spain","{'windows': True, 'mac': False, 'linux': True}",2011/11/14,15,http://www.saintsrow.com/,https://cdn.akamai.steamstatic.com/steam/apps/55230/header.jpg?t=1623408556
552500,552500,Warhammer: Vermintide 2,The critically acclaimed Vermintide 2 is a visually stunning and groundbreaking melee action game pushing the boundaries of the first person co-op genre. Join the fight now!,Fatshark,Fatshark,"Action, Indie","Co-op, First-Person, Games Workshop, Dark Fantasy",game,"['Multi-player', 'Single-player', 'Co-op', 'Partial Controller Support', 'Steam Achievements', 'Steam Trading Cards', 'Online Co-op']","2,000,000 .. 5,000,000",78152,15099,599,2999,80,85953,"English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Simplified Chinese","{'windows': True, 'mac': False, 'linux': False}",2018/03/8,0,http://www.vermintide.com,https://cdn.akamai.steamstatic.com/steam/apps/552500/header.jpg?t=1667902946
552520,552520,Far Cry 5,"Welcome to Hope County, Montana, home to a fanatical doomsday cult known as Eden’s Gate. Stand up to cult leader Joseph Seed &amp; his siblings, the Heralds, to spark the fires of resistance &amp; liberate the besieged community.","Ubisoft Montreal, Red Storm, Ubisoft Shanghai, Ubisoft Toronto, Ubisoft Kiev",Ubisoft,"Action, Adventure","Open World, Co-op, Action, FPS",game,"['Multi-player', 'Single-player', 'Co-op', 'Captions available', 'Includes level editor', 'Partial Controller Support', 'Steam Trading Cards', 'In-App Purchases', 'Online Co-op']","2,000,000 .. 5,000,000",102790,25707,5999,5999,0,2469,"English, French, Italian, German, Spanish - Spain, Arabic, Czech, Dutch, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese","{'windows': True, 'mac': False, 'linux': False}",2018/03/26,0,https://far-cry.ubisoft.com/,https://cdn.akamai.steamstatic.com/steam/apps/552520/header.jpg?t=1667245148
552990,552990,World of Warships,"Immerse yourself in thrilling naval battles and assemble an armada of over 400 ships from the first half of the 20th century — from stealthy destroyers to gigantic battleships. Change the look of your ship, choose upgrades to suit your play style, and go into battle with other players!",Wargaming Group Limited,Wargaming Group Limited,"Action, Free to Play, Massively Multiplayer, Simulation","Naval Combat, Free to Play, Naval, World War II",game,"['Multi-player', 'Co-op', 'MMO', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards', 'In-App Purchases', 'Online PvP', 'Online Co-op', 'PvP']","10,000,000 .. 20,000,000",88427,21421,0,0,0,9608,"English, French, German, Czech, Japanese, Polish, Russian, Thai, Turkish, Spanish - Spain, Korean, Portuguese - Brazil, Traditional Chinese, Italian, Simplified Chinese, Ukrainian, Dutch, Spanish - Latin America","{'windows': True, 'mac': False, 'linux': False}",2017/11/15,0,https://steam.worldofwarships.com/,https://cdn.akamai.steamstatic.com/steam/apps/552990/header.jpg?t=1668011149
555160,555160,Pavlov VR,Pavlov vr is a multiplayer shooter in VR with heavy focus on community features. Realistic reloading features and fast paced combat as part of the core experience. Play the #1 most popular VR shooter on PC today.,Vankrupt Games,Vankrupt Games,"Action, Indie, Early Access","VR, Shooter, Action, Multiplayer",game,"['Multi-player', 'Co-op', 'Steam Workshop', 'Online PvP', 'Online Co-op', 'PvP']","2,000,000 .. 5,000,000",32206,1918,2499,2499,0,626,English,"{'windows': True, 'mac': False, 'linux': False}",2017/02/27,0,http://vankrupt.com/,https://cdn.akamai.steamstatic.com/steam/apps/555160/header.jpg?t=1666987175
555570,555570,Infestation: The New Z,"The New Z is a FREE TO PLAY multi-game mode experience. SURVIVE with friends and gather loot, stash and trade. Go into wars against other groups in a massive OPEN WORLD or face them 5 v 5 in COMPETITIVE.",Fredaikis AB,OP Productions LLC,"Action, Free to Play, Indie, Massively Multiplayer, RPG","Zombies, Free to Play, Survival, Multiplayer",game,"['Multi-player', 'Co-op', 'MMO', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Online PvP', 'Online Co-op', 'PvP']","5,000,000 .. 10,000,000",17632,15520,0,0,0,486,"English, French, German, Spanish - Spain, Portuguese - Portugal, Russian, Turkish, Portuguese - Brazil, Simplified Chinese, Spanish - Latin America, Thai, Traditional Chinese, Polish, Vietnamese","{'windows': True, 'mac': False, 'linux': False}",2016/11/22,0,https://playnewz.com/,https://cdn.akamai.steamstatic.com/steam/apps/555570/header.jpg?t=1623420486
557600,557600,Gorogoa,"Gorogoa is an elegant evolution of the puzzle genre, told through a beautifully hand-drawn story designed and illustrated by Jason Roberts. Winner of Debut Game at the 2018 BAFTA Games Awards, as well as Best Mobile Game and the Innovation Award at the GDC 2018 Choice Awards.",Buried Signal,Annapurna Interactive,"Adventure, Casual, Indie","Puzzle, Hand-drawn, Indie, Beautiful",game,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']","200,000 .. 500,000",12157,318,449,1499,70,258,"English, French, German, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Italian, Korean, Arabic, Dutch, Swedish, Thai, Traditional Chinese, Turkish","{'windows': True, 'mac': True, 'linux': False}",2017/12/14,0,http://gorogoa.com,https://cdn.akamai.steamstatic.com/steam/apps/557600/header.jpg?t=1668122074
560130,560130,Pillars of Eternity II: Deadfire,Patch 5.0 - Turn-based mode and The Ultimate challenge out now! Pursue a rogue god over land and sea in the sequel to the multi-award-winning RPG Pillars of Eternity. Captain your ship on a dangerous voyage of discovery across the vast unexplored archipelago region of the Deadfire.,Obsidian Entertainment,"Versus Evil, Obsidian Entertainment",RPG,"RPG, Party-Based RPG, Isometric, Story Rich",game,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards', 'Steam Workshop', 'Remote Play on Tablet']","500,000 .. 1,000,000",13474,1912,3999,3999,0,894,"English, French, Italian, German, Spanish - Spain, Polish, Russian, Simplified Chinese, Portuguese - Brazil","{'windows': True, 'mac': True, 'linux': True}",2018/05/8,0,https://eternity.obsidian.net/,https://cdn.akamai.steamstatic.com/steam/apps/560130/header.jpg?t=1651025588
563560,563560,Alien Swarm: Reactive Drop,Co-operative top-down shooter game available for free. An epic bug hunt featuring a unique blend of co-op play and squad-level tactics.,Reactive Drop Team,Reactive Drop Team,"Action, Free to Play","Free to Play, Top-Down, Twin Stick Shooter, Top-Down Shooter",game,"['Multi-player', 'Single-player', 'Co-op', 'Captions available', 'Stats', 'Includes Source SDK', 'Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Full controller support', 'Steam Workshop', 'Online PvP', 'Online Co-op', 'PvP']","2,000,000 .. 5,000,000",16627,883,0,0,0,296,"English, French, Italian, German, Spanish - Spain, Danish, Hungarian, Korean, Portuguese - Portugal, Russian, Simplified Chinese, Traditional Chinese, Turkish, Ukrainian, Vietnamese, Japanese, Portuguese - Brazil","{'windows': True, 'mac': False, 'linux': False}",2017/04/20,0,https://reactivedrop.com,https://cdn.akamai.steamstatic.com/steam/apps/563560/header.jpg?t=1668015102
564530,564530,Pharaoh + Cleopatra,Immerse yourself in Ancient Egypt from the age of the great pyramids to the final years of the New Kingdom.,Impressions Games,Activision,"Simulation, Strategy","City Builder, Strategy, Simulation, Historical",game,['Single-player'],"200,000 .. 500,000",1738,179,999,999,0,275,English,"{'windows': True, 'mac': False, 'linux': False}",2016/12/15,0,https://www.activision.com/,https://cdn.akamai.steamstatic.com/steam/apps/564530/header.jpg?t=1481822384
567630,567630,Blood of Steel,"Blood of Steel is an online competitive game. From Joan, Caesar, Alexander...hundreds of historical heroes all over the world. Lead them and your army of thousands soldiers to defeat your enemies on the epic battlefield. Play rank mode, siege the castle, as the king of the Steel Land, be the legend",YC Games,YC Games,"Action, Free to Play, Massively Multiplayer, Strategy","Free to Play, Massively Multiplayer, Strategy, Wargame",game,"['Multi-player', 'Co-op', 'Stats', 'MMO', 'Steam Achievements', 'In-App Purchases', 'Online PvP', 'Online Co-op', 'PvP']","1,000,000 .. 2,000,000",4728,1373,0,0,0,456,"English, Simplified Chinese, Traditional Chinese, French, German, Spanish - Spain, Russian, Japanese, Thai, Portuguese - Portugal, Korean","{'windows': True, 'mac': False, 'linux': False}",2020/10/20,0,https://bos.ycgame.com/en/,https://cdn.akamai.steamstatic.com/steam/apps/567630/header.jpg?t=1668054412
567640,567640,Danganronpa V3: Killing Harmony,"A new cast of 16 characters find themselves kidnapped and imprisoned in a school. Inside, some will kill, some will die, and some will be punished. Reimagine what you thought high-stakes, fast-paced investigation was as you investigate twisted murder cases and condemn your new friends to death.","Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",Adventure,"Visual Novel, Detective, Anime, Female Protagonist",game,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Full controller support', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']","500,000 .. 1,000,000",13312,2230,3999,3999,0,248,"English, French, Japanese, Simplified Chinese, Traditional Chinese","{'windows': True, 'mac': False, 'linux': False}",2017/09/25,0,http://www.spike-chunsoft.co.jp/,https://cdn.akamai.steamstatic.com/steam/apps/567640/header.jpg?t=1654081483
568220,568220,Lobotomy Corporation | Monster Management Simulation,"A roguelite monster-management simulation inspired by the likes of the SCP Foundation, Cabin in the Woods, and Warehouse 13. Order your employees to perform work with the creatures and watch as it unfolds; harness greater energy, and expand the facility",ProjectMoon,ProjectMoon,"Indie, Simulation","Management, Simulation, Difficult, Story Rich",game,['Single-player'],"1,000,000 .. 2,000,000",20176,1244,2499,2499,0,1209,"English, Korean, Japanese, Simplified Chinese, Traditional Chinese, Russian, Bulgarian, Spanish - Latin America, French, Portuguese - Portugal, Portuguese - Brazil","{'windows': True, 'mac': False, 'linux': False}",2018/04/9,0,http://www.lobotomycorp.kr/en/,https://cdn.akamai.steamstatic.com/steam/apps/568220/header.jpg?t=1636694188
569480,569480,Kingdoms and Castles,"Kingdoms and Castles is a city-building simulation game about growing a kingdom from a tiny hamlet to a sprawling city and imposing castle. Make trade agreements, alliance, and war with neighboring AI controlled kingdoms. Each villager and resource is individually simulated.","Lion Shield, LLC","Lion Shield, LLC","Indie, Simulation, Strategy","City Builder, Colony Sim, Strategy, Medieval",game,"['Single-player', 'Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Full controller support', 'Steam Workshop', 'Remote Play on Tablet']","1,000,000 .. 2,000,000",21115,1645,899,1499,40,1456,"English, German, French, Simplified Chinese, Traditional Chinese, Dutch, Portuguese - Brazil, Italian, Japanese, Korean, Norwegian, Polish, Romanian, Russian, Ukrainian, Swedish, Turkish, Spanish - Latin America","{'windows': True, 'mac': True, 'linux': True}",2017/07/20,0,http://kingdomsandcastles.com/,https://cdn.akamai.steamstatic.com/steam/apps/569480/header.jpg?t=1664382360
570,570,Dota 2,"Every day, millions of players worldwide enter battle as one of over a hundred Dota heroes. And no matter if it's their 10th hour of play or 1,000th, there's always something new to discover. With regular updates that ensure a constant evolution of gameplay, features, and heroes, Dota 2 has taken on a life of its own.",Valve,Valve,"Action, Free to Play, Strategy","Free to Play, MOBA, Multiplayer, Strategy",game,"['Multi-player', 'Valve Anti-Cheat enabled', 'Co-op', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'SteamVR Collectibles']","200,000,000 .. 500,000,000",1534895,317916,0,0,0,852995,"English, Bulgarian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hungarian, Italian, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Portuguese - Brazil, Romanian, Russian, Simplified Chinese, Spanish - Spain, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Spanish - Latin America, Vietnamese","{'windows': True, 'mac': True, 'linux': True}",2013/07/9,0,http://www.dota2.com/,https://cdn.akamai.steamstatic.com/steam/apps/570/header.jpg?t=1666237243
570940,570940,DARK SOULS: REMASTERED,"Then, there was fire. Re-experience the critically acclaimed, genre-defining game that started it all. Beautifully remastered, return to Lordran in stunning high-definition detail running at 60fps.",QLOC,"FromSoftware, Inc, Bandai Namco Entertainment",Action,"Souls-like, Dark Fantasy, RPG, Difficult",game,"['Multi-player', 'Single-player', 'Steam Achievements', 'Full controller support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']","1,000,000 .. 2,000,000",63103,7594,3999,3999,0,1607,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese","{'windows': True, 'mac': False, 'linux': False}",2018/05/23,0,,https://cdn.akamai.steamstatic.com/steam/apps/570940/header.jpg?t=1668016868
571740,571740,Golf It!,"Golf It! is a multiplayer Minigolf game with focus on a dynamic, fun and creative multiplayer experience. One of the most exciting features is a Multiplayer Editor, where you can build and play custom maps together with your friends.",Perfuse Entertainment,Perfuse Entertainment,"Casual, Indie, Simulation, Sports, Early Access","Multiplayer, Mini Golf, Golf, Casual",game,"['Multi-player', 'Single-player', 'Includes level editor', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Workshop', 'Online PvP', 'Shared/Split Screen PvP', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together', 'PvP']","1,000,000 .. 2,000,000",17941,2088,899,899,0,1154,"English, German, Spanish - Spain, Japanese, Russian, Czech, French, Korean, Swedish","{'windows': True, 'mac': True, 'linux': False}",2017/02/17,0,,https://cdn.akamai.steamstatic.com/steam/apps/571740/header.jpg?t=1645821869
573090,573090,Stormworks: Build and Rescue,"Join a world where you design, create and pilot your own air sea rescue service. Release your inner hero as you battle fierce storms out at sea to rescue those in need.",Geometa,Geometa,Simulation,"Sandbox, Building, Flight, Open World",game,"['Multi-player', 'Single-player', 'Co-op', 'Partial Controller Support', 'Steam Workshop', 'Online PvP', 'Online Co-op', 'PvP']","500,000 .. 1,000,000",29003,2495,2499,2499,0,2321,English,"{'windows': True, 'mac': True, 'linux': False}",2020/09/17,0,https://geometa.co.uk/stormworks,https://cdn.akamai.steamstatic.com/steam/apps/573090/header_alt_assets_3.jpg?t=1666255112
573100,573100,Battlefleet Gothic: Armada 2,"Battlefleet Gothic: Armada 2 is the new real-time strategy game adapted from Games Workshop’s famous tabletop game that portrays the epic space battles of the Warhammer 40,000 universe.",Tindalos Interactive,Focus Entertainment,Strategy,"Strategy, Space, Warhammer 40K, Real Time Tactics",game,"['Multi-player', 'Single-player', 'Co-op', 'Steam Achievements', 'Steam Cloud', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Online PvP', 'Online Co-op', 'PvP']","200,000 .. 500,000",5905,1651,1999,1999,0,238,"English, French, German, Spanish - Spain, Simplified Chinese, Russian","{'windows': True, 'mac': False, 'linux': False}",2019/01/24,0,https://www.focus-home.com/games/battlefleet-gothic-armada-2,https://cdn.akamai.steamstatic.com/steam/apps/573100/header.jpg?t=1654708455
575720,575720,Mighty Party,"Lead your MIGHTY PARTY to victory! Fast 3-MINUTE BATTLES will not let you get bored! Dozens of heroes reveal THOUSANDS of unique tactics to defeat all the opponents! Play Imperial Archer, protect him with Wind Ninja, strengthen them with Magic of Divinity and destroy opponent’s forces!",Panoramik Inc,Panoramik Inc,"Action, Adventure, Free to Play, Massively Multiplayer, RPG, Strategy","Free to Play, Card Game, Strategy, RPG",game,"['Multi-player', 'Single-player', 'MMO', 'Steam Achievements', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'In-App Purchases']","200,000 .. 500,000",1330,894,0,0,0,217,"English, Russian, French, German, Simplified Chinese, Korean, Japanese, Italian, Spanish - Spain, Portuguese - Portugal","{'windows': True, 'mac': False, 'linux': False}",2017/03/30,0,http://mighty-party.com/,https://cdn.akamai.steamstatic.com/steam/apps/575720/header.jpg?t=1636470744
578080,578080,PUBG: BATTLEGROUNDS,"Play PUBG: BATTLEGROUNDS for free. Land on strategic locations, loot weapons and supplies, and survive to become the last team standing across various, diverse Battlegrounds. Squad up and join the Battlegrounds for the original Battle Royale experience that only PUBG: BATTLEGROUNDS can offer.","KRAFTON, Inc.","KRAFTON, Inc.","Action, Adventure, Free to Play, Massively Multiplayer","Survival, Shooter, Multiplayer, Battle Royale",game,"['Multi-player', 'Stats', 'Online PvP', 'Remote Play on Phone', 'Remote Play on Tablet', 'PvP']","50,000,000 .. 100,000,000",1185361,908515,0,0,0,339287,"English, Korean, Simplified Chinese, French, German, Spanish - Spain, Arabic, Japanese, Polish, Portuguese - Portugal, Russian, Turkish, Thai, Italian, Portuguese - Brazil, Traditional Chinese, Ukrainian","{'windows': True, 'mac': False, 'linux': False}",2017/12/21,0,http://www.pubg.com,https://cdn.akamai.steamstatic.com/steam/apps/578080/header.jpg?t=1667814365
578330,578330,LEGO City Undercover,"Join the Chase! In LEGO® CITY Undercover, play as Chase McCain, a police officer who's been tasked with going undercover to hunt down the notorious – and recently escaped – criminal Rex Fury and putting an end to his city-wide crime wave.",Traveller's Tales,TT Games,Action,"LEGO, Open World, Action, Adventure",game,"['Multi-player', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Shared/Split Screen', 'Full controller support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']","500,000 .. 1,000,000",5513,697,1999,1999,0,404,"English, French, Italian, German, Spanish - Spain, Danish, Dutch, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Traditional Chinese, Japanese","{'windows': True, 'mac': False, 'linux': False}",2017/04/4,0,https://www.lego.com/en-us/city/games/legocityundercover,https://cdn.akamai.steamstatic.com/steam/apps/578330/header.jpg?t=1637708426
578650,578650,The Outer Worlds,"The Outer Worlds is an award-winning single-player RPG from Obsidian Entertainment and Private Division. As you explore a space colony, the character you decide to become will determine how this player-driven story unfolds. In the colony's corporate equation, you are the unplanned variable.",Obsidian Entertainment,Private Division,RPG,"Open World, Action RPG, RPG, Exploration",game,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Full controller support', 'Steam Trading Cards', 'Remote Play on Tablet', 'Remote Play on TV']","500,000 .. 1,000,000",17891,3100,5999,5999,0,803,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Russian, Portuguese - Brazil, Simplified Chinese","{'windows': True, 'mac': False, 'linux': False}",2020/10/23,15,https://www.theouterworlds.com/,https://cdn.akamai.steamstatic.com/steam/apps/578650/header.jpg?t=1663604182
579180,579180,Ys VIII: Lacrimosa of DANA,"Ys returns with a brand new adventure for the first time in 8 years! Adol awakens shipwrecked and stranded on a cursed island. There, he and the other shipwrecked passengers he rescues form a village to challenge fearsome beasts and mysterious ruins on the isolated island.",Nihon Falcom,"NIS America, Inc.","Action, RPG","RPG, JRPG, Action, Anime",game,"['Multi-player', 'Single-player', 'Co-op', 'Steam Achievements', 'Steam Cloud', 'Shared/Split Screen', 'Full controller support', 'Steam Trading Cards', 'Shared/Split Screen Co-op', 'Remote Play on TV', 'Remote Play Together']","100,000 .. 200,000",3793,545,5999,5999,0,245,"English, French, Japanese","{'windows': True, 'mac': False, 'linux': False}",2018/04/16,0,http://ysviii.com,https://cdn.akamai.steamstatic.com/steam/apps/579180/header.jpg?t=1598897502
581320,581320,Insurgency: Sandstorm,"Insurgency: Sandstorm is a team-based, tactical FPS based on lethal close quarters combat and objective-oriented multiplayer gameplay. Experience the intensity of modern combat where skill is rewarded, and teamwork wins the fight.",New World Interactive,Focus Entertainment,Action,"FPS, Realistic, Shooter, Military",game,"['Multi-player', 'Co-op', 'Stats', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards', 'Online PvP', 'Online Co-op', 'PvP']","2,000,000 .. 5,000,000",86811,15212,2999,2999,0,3338,"English, French, Italian, German, Simplified Chinese, Russian, Spanish - Latin America, Spanish - Spain, Traditional Chinese, Korean, Danish, Finnish, Hungarian, Japanese, Norwegian, Dutch, Polish, Portuguese - Portugal, Portuguese - Brazil, Swedish, Czech, Thai, Turkish","{'windows': True, 'mac': False, 'linux': False}",2018/12/12,0,https://www.focus-home.com/games/insurgency-sandstorm,https://cdn.akamai.steamstatic.com/steam/apps/581320/header.jpg?t=1657215131
582010,582010,Monster Hunter: World,"Welcome to a new world! In Monster Hunter: World, the latest installment in the series, you can enjoy the ultimate hunting experience, using everything at your disposal to hunt monsters in a new world teeming with surprises and excitement.","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Action,"Co-op, Multiplayer, Action, Open World",game,"['Multi-player', 'Single-player', 'Co-op', 'Stats', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Trading Cards', 'Remote Play on Tablet']","10,000,000 .. 20,000,000",313338,52130,2999,2999,0,14707,"English, French, Italian, German, Spanish - Spain, Arabic, Portuguese - Brazil, Polish, Traditional Chinese, Japanese, Korean, Russian, Simplified Chinese","{'windows': True, 'mac': False, 'linux': False}",2018/08/9,0,http://www.monsterhunterworld.com/,https://cdn.akamai.steamstatic.com/steam/apps/582010/header.jpg?t=1661838392
582160,582160,Assassin's Creed Origins,"ASSASSIN’S CREED® ORIGINS IS A NEW BEGINNING *The Discovery Tour by Assassin’s Creed®: Ancient Egypt is available now as a free update!* Ancient Egypt, a land of majesty and intrigue, is disappearing in a ruthless fight for power.",Ubisoft Montreal,Ubisoft,"Action, Adventure, RPG","Open World, Assassin, Action, RPG",game,"['Single-player', 'Captions available', 'Partial Controller Support', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Remote Play on Tablet']","2,000,000 .. 5,000,000",71930,11097,5999,5999,0,1722,"English, French, Italian, German, Spanish - Spain, Czech, Dutch, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese","{'windows': True, 'mac': False, 'linux': False}",2017/10/26,0,http://assassinscreed.ubisoft.com,https://cdn.akamai.steamstatic.com/steam/apps/582160/header.jpg?t=1603213581
582660,582660,Black Desert,"Played by over 20 million Adventurers - Black Desert Online is an open-world, action MMORPG. Experience intense, action-packed combat, battle massive world bosses, fight alongside friends to siege and conquer castles, and train in professions such as fishing, trading, crafting, cooking, and more!",Pearl Abyss,Pearl Abyss,"Action, Adventure, Massively Multiplayer, RPG, Simulation, Strategy","MMORPG, Massively Multiplayer, RPG, Open World",game,"['Multi-player', 'Co-op', 'Partial Controller Support', 'MMO', 'Steam Trading Cards', 'In-App Purchases', 'Online PvP', 'Online Co-op', 'PvP']","5,000,000 .. 10,000,000",45588,15067,999,999,0,20159,"English, French, German, Spanish - Spain, Japanese, Russian, Thai, Turkish, Traditional Chinese, Portuguese - Brazil, Spanish - Latin America","{'windows': True, 'mac': False, 'linux': False}",2017/05/24,0,https://steam.playblackdesert.com,https://cdn.akamai.steamstatic.com/steam/apps/582660/header.jpg?t=1667552581
